,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0121786666912058,0.0207594387575452,0.0169820836625742,0.0103173784426333,0.0130515459779476,0.00648358260301076,0.00901523216513198,0.0119100728192787,0.00819286965425725,0.0158211626093146,0.0179276841340856,0.0207219024514193,0.00594345876291575,0.0127345449400695,0.0148644992926334,0.00780049178811582,0.0155885839952224,0.00661503661888363,0.00669854191438344
B,0.0121786666912058,0,0.00768357997717862,0.00731633251191471,0.0126166870698822,0.00748720437721864,0.0100893734234285,0.00839445986622389,0.0177128911819192,0.0102193427338452,0.00679305797541866,0.00595863023782689,0.00780453677695135,0.0113422622066285,0.00613814914378113,0.0067144066772881,0.01262732798385,0.00708798283332081,0.0107695757135196,0.0114050441815489
C,0.0207594387575452,0.00768357997717862,0,0.00917941546701123,0.024792315252359,0.0132577062227109,0.0194778316347474,0.0170358691434396,0.0300384413918416,0.0200340845541441,0.0111680774339422,0.00653517163437327,0.00978080877692479,0.0218587937738388,0.00766317787519814,0.00812123822809252,0.0196011228958166,0.00982829634322341,0.0199150818208796,0.0223379831268192
D,0.0169820836625742,0.00731633251191471,0.00917941546701123,0,0.0157574596157097,0.009869954803468,0.0135758874127877,0.0129437836253964,0.020405015059305,0.0155070142868363,0.00893290718767053,0.0092662203002034,0.00847971516264921,0.0163384364984655,0.00931253284663386,0.0101767217638167,0.0135291719214857,0.0085226894819144,0.0138650055631307,0.0154954185627709
E,0.0103173784426333,0.0126166870698822,0.024792315252359,0.0157574596157097,0,0.0130579921986932,0.0112601197284526,0.011288330178296,0.00985662419996891,0.0108469766314495,0.0147456861886361,0.0195997399183189,0.0185443644350887,0.00866142296130834,0.0152324517403301,0.0172972354494441,0.0120356376028564,0.0175296340382816,0.0097245494964204,0.00843525910668267
F,0.0130515459779476,0.00748720437721864,0.0132577062227109,0.009869954803468,0.0130579921986932,0,0.00923858908048811,0.00692862364805637,0.0167061866907636,0.00726576660905929,0.00703150821269777,0.00916164032115667,0.00994897279936082,0.011738303265835,0.00819167289180299,0.00829072641323091,0.0128143105701944,0.00736981375993872,0.00863780414944905,0.0109418441469378
G,0.00648358260301076,0.0100893734234285,0.0194778316347474,0.0135758874127877,0.0112601197284526,0.00923858908048811,0,0.00849810111748821,0.0139133752814422,0.00766017871823345,0.0121675231870106,0.0136529862553611,0.0162562566029423,0.00610752599637725,0.0102224053134036,0.011988287236129,0.00828212516400289,0.011225334402334,0.00619376180855057,0.00805187144766206
H,0.00901523216513198,0.00839445986622389,0.0170358691434396,0.0129437836253964,0.011288330178296,0.00692862364805637,0.00849810111748821,0,0.0153390215646194,0.00720180825989937,0.0087425494696803,0.0105722303328625,0.0118487321536166,0.00918501751590878,0.00893905541399964,0.0104222557605895,0.0119188886292696,0.00997529211877377,0.00874825545798393,0.00982364553620674
I,0.0119100728192787,0.0177128911819192,0.0300384413918416,0.020405015059305,0.00985662419996891,0.0167061866907636,0.0139133752814422,0.0153390215646194,0,0.0140529294745619,0.0200029241666282,0.0273960618063569,0.0258179769872988,0.00946172965484746,0.0221073565918841,0.0238478367309659,0.0102736965680903,0.0202035773167502,0.00887308291947435,0.00722550203169982
J,0.00819286965425725,0.0102193427338452,0.0200340845541441,0.0155070142868363,0.0108469766314495,0.00726576660905929,0.00766017871823345,0.00720180825989937,0.0140529294745619,0,0.0104160003204609,0.0134776718643612,0.0166707978548087,0.00768996502232588,0.0115228997348985,0.0133946556222137,0.0122753265110572,0.0109356202511719,0.0073937198489605,0.00822537039779439
K,0.0158211626093146,0.00679305797541866,0.0111680774339422,0.00893290718767053,0.0147456861886361,0.00703150821269777,0.0121675231870106,0.0087425494696803,0.0200029241666282,0.0104160003204609,0,0.00692712181788647,0.00871446674259582,0.0153628822084349,0.0076969386629945,0.00836876146925284,0.016651785649524,0.00695300222200793,0.0133545218314493,0.0156961795728497
L,0.0179276841340856,0.00595863023782689,0.00653517163437327,0.0092662203002034,0.0195997399183189,0.00916164032115667,0.0136529862553611,0.0105722303328625,0.0273960618063569,0.0134776718643612,0.00692712181788647,0,0.0066330699572332,0.0157761751547701,0.00570028517021938,0.00716545796997604,0.016519172291992,0.00828699446502179,0.0158368739352124,0.0194305732093067
M,0.0207219024514193,0.00780453677695135,0.00978080877692479,0.00847971516264921,0.0185443644350887,0.00994897279936082,0.0162562566029423,0.0118487321536166,0.0258179769872988,0.0166707978548087,0.00871446674259582,0.0066330699572332,0,0.0203911238381703,0.00760669973740368,0.00772677156108423,0.01887325597264,0.00975927146018986,0.0166472170940079,0.019516872655412
N,0.00594345876291575,0.0113422622066285,0.0218587937738388,0.0163384364984655,0.00866142296130834,0.011738303265835,0.00610752599637725,0.00918501751590878,0.00946172965484746,0.00768996502232588,0.0153628822084349,0.0157761751547701,0.0203911238381703,0,0.0116164740421732,0.0134343863548355,0.0066252164181154,0.0143058135040123,0.00642345189502971,0.00530947459568476
O,0.0127345449400695,0.00613814914378113,0.00766317787519814,0.00931253284663386,0.0152324517403301,0.00819167289180299,0.0102224053134036,0.00893905541399964,0.0221073565918841,0.0115228997348985,0.0076969386629945,0.00570028517021938,0.00760669973740368,0.0116164740421732,0,0.00584754638998228,0.0126732060927413,0.00774702330336005,0.012200006856318,0.0140296828687552
P,0.0148644992926334,0.0067144066772881,0.00812123822809252,0.0101767217638167,0.0172972354494441,0.00829072641323091,0.011988287236129,0.0104222557605895,0.0238478367309659,0.0133946556222137,0.00836876146925284,0.00716545796997604,0.00772677156108423,0.0134343863548355,0.00584754638998228,0,0.014871671148453,0.00846917413522059,0.0134118135517309,0.0162200064248843
Q,0.00780049178811582,0.01262732798385,0.0196011228958166,0.0135291719214857,0.0120356376028564,0.0128143105701944,0.00828212516400289,0.0119188886292696,0.0102736965680903,0.0122753265110572,0.016651785649524,0.016519172291992,0.01887325597264,0.0066252164181154,0.0126732060927413,0.014871671148453,0,0.0143273207513487,0.0066841056955423,0.00799822378313114
R,0.0155885839952224,0.00708798283332081,0.00982829634322341,0.0085226894819144,0.0175296340382816,0.00736981375993872,0.011225334402334,0.00997529211877377,0.0202035773167502,0.0109356202511719,0.00695300222200793,0.00828699446502179,0.00975927146018986,0.0143058135040123,0.00774702330336005,0.00846917413522059,0.0143273207513487,0,0.0116052792608919,0.0151442150763793
S,0.00661503661888363,0.0107695757135196,0.0199150818208796,0.0138650055631307,0.0097245494964204,0.00863780414944905,0.00619376180855057,0.00874825545798393,0.00887308291947435,0.0073937198489605,0.0133545218314493,0.0158368739352124,0.0166472170940079,0.00642345189502971,0.012200006856318,0.0134118135517309,0.0066841056955423,0.0116052792608919,0,0.00532814225421504
T,0.00669854191438344,0.0114050441815489,0.0223379831268192,0.0154954185627709,0.00843525910668267,0.0109418441469378,0.00805187144766206,0.00982364553620674,0.00722550203169982,0.00822537039779439,0.0156961795728497,0.0194305732093067,0.019516872655412,0.00530947459568476,0.0140296828687552,0.0162200064248843,0.00799822378313114,0.0151442150763793,0.00532814225421504,0
